"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Brendan McCurry","","0","0","4.25","0","1","0","1.0","1","0","0","1","0","1.35","9.19","3.75","4.31","0.0","0.0","999.0","sa829486"
"Boone Logan","","0","0","4.15","0","1","0","1.0","1","0","0","1","0","1.38","9.29","4.09","4.31","0.0","0.1","999.0","5525"
"Matthew Cronin","WSN","0","0","4.30","0","1","0","1.0","1","0","0","1","1","1.44","10.31","4.92","4.41","0.0","0.0","999.0","sa3011463"
"Jesse Biddle","","0","0","4.03","0","1","0","1.0","1","0","0","1","0","1.41","9.37","4.44","4.21","0.0","0.1","999.0","11437"
"Edwar Colina","TEX","0","0","4.17","0","1","0","1.0","1","0","0","1","0","1.33","9.31","3.60","4.24","0.0","0.1","999.0","20589"
"Adam Conley","","0","0","4.33","0","1","0","1.0","1","0","0","1","0","1.39","8.94","4.03","4.52","0.0","0.0","999.0","14457"
"Ian Gibaut","","0","0","4.33","0","1","0","1.0","1","0","0","1","0","1.43","8.68","4.24","4.44","0.0","0.0","999.0","17871"
"Brendon Little","CHC","0","0","4.20","0","1","0","1.0","1","0","0","1","0","1.44","8.90","4.43","4.36","0.0","0.0","999.0","sa876266"
"Michael Kelly","","0","0","4.28","0","1","0","1.0","1","0","0","1","0","1.36","8.99","3.68","4.33","0.0","0.0","999.0","sa597767"
"Brian Metoyer","NYM","0","0","3.95","0","1","0","1.0","1","0","0","1","1","1.43","9.68","4.91","4.20","0.0","0.1","999.0","sa3008361"
"Nick Gardewine","","0","0","4.28","0","1","0","1.0","1","0","0","1","0","1.38","9.02","3.90","4.33","0.0","0.0","999.0","16513"
"Cooper Criswell","LAA","0","0","4.31","0","4","0","4.0","4","2","1","3","1","1.27","7.45","2.19","4.44","0.0","0.0","999.0","24975"
"Stephen Nogosek","NYM","1","1","4.17","0","20","0","20.0","18","9","3","21","9","1.34","9.65","3.95","4.32","0.0","0.0","999.0","19545"
"Tyler Spurlin","","0","0","4.31","0","1","0","1.0","1","0","0","1","0","1.39","8.54","3.69","4.33","0.0","0.0","999.0","sa739833"
"Artie Lewicki","","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.34","8.51","3.26","4.34","0.0","0.0","999.0","16731"
"R.J. Alvarez","","0","0","4.20","0","1","0","1.0","1","0","0","1","0","1.39","9.03","4.17","4.36","0.0","0.0","999.0","13401"
"Kazuhisa Makita","","0","0","4.19","0","1","0","1.0","1","0","0","1","0","1.30","8.32","2.95","4.27","0.0","0.0","999.0","sa594234"
"Shawn Morimando","","0","0","4.22","0","1","0","1.0","1","0","0","1","0","1.36","8.13","3.32","4.34","0.0","0.0","999.0","13606"
"Joe Biagini","","0","0","4.49","0","1","0","1.0","1","0","0","1","0","1.43","7.33","3.51","4.54","0.0","0.0","999.0","13194"
"Luis Vasquez","","0","0","4.26","0","1","0","1.0","1","0","0","1","0","1.41","9.61","4.44","4.34","0.0","0.0","999.0","sa393198"
"Ronald Belisario","","0","0","4.33","0","1","0","1.0","1","0","0","1","0","1.39","7.39","3.16","4.35","0.0","0.0","999.0","2203"
"Zachary Jackson","OAK","0","0","4.11","0","4","0","4.0","4","2","1","4","2","1.37","9.16","4.25","4.35","0.0","0.0","999.0","sa874174"
"Rodney Smith","COL","0","0","4.93","0","1","0","1.0","1","1","0","1","1","1.58","8.54","4.69","4.60","0.0","0.0","999.0","sa875373"
"Parker Markel","","0","0","4.17","0","1","0","1.0","1","0","0","1","1","1.44","10.55","5.32","4.35","0.0","0.0","999.0","12106"
"Blaine Hardy","","0","0","4.35","0","1","0","1.0","1","0","0","1","0","1.39","7.60","3.35","4.55","0.0","0.0","999.0","6499"
"Jean Cosme","","0","0","4.17","0","1","0","1.0","1","0","0","1","0","1.40","8.72","4.13","4.28","0.0","0.0","999.0","sa829216"
"Alex McRae","","0","0","4.48","0","1","0","1.0","1","0","0","1","0","1.42","7.55","3.54","4.55","0.0","0.0","999.0","16317"
"Norwith Gudino","SFG","0","0","4.16","0","1","0","1.0","1","0","0","1","0","1.32","9.44","3.62","4.13","0.0","0.1","999.0","sa872808"
"Jeremy Jeffress","","0","0","4.29","0","1","0","1.0","1","0","0","1","0","1.41","7.88","3.64","4.35","0.0","0.0","999.0","9490"
"Taylor Cole","LAA","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.37","8.30","3.51","4.39","0.0","0.0","999.0","11964"
"Matthew Hardy","MIL","0","0","4.28","0","1","0","1.0","1","0","0","1","0","1.38","8.63","3.78","4.38","0.0","0.0","999.0","sa3004120"
"John Gorman","","0","0","4.34","0","1","0","1.0","1","0","0","1","0","1.37","8.83","3.66","4.36","0.0","0.0","999.0","sa602627"
"Rob Kaminsky","","0","0","4.16","0","1","0","1.0","1","0","0","1","0","1.43","8.35","4.10","4.36","0.0","0.0","999.0","15792"
"Christopher Lee","","0","0","4.18","0","1","0","1.0","1","0","0","1","0","1.43","8.57","4.19","4.36","0.0","0.0","999.0","sa550044"
"Tyler Cyr","","0","0","4.28","0","1","0","1.0","1","0","0","1","0","1.43","8.94","4.36","4.36","0.0","0.0","999.0","sa875270"
"Tanner Banks","CHW","0","0","4.25","0","1","0","1.0","1","0","0","1","0","1.30","7.85","2.58","4.50","0.0","0.0","999.0","sa829193"
"Jeffrey Kinley","","0","0","4.01","0","1","0","1.0","1","0","0","1","0","1.38","8.63","4.07","4.25","0.0","0.1","999.0","sa857590"
"Buddy Boshers","","0","0","4.26","0","1","0","1.0","1","0","0","1","0","1.39","9.08","3.99","4.37","0.0","0.0","999.0","8490"
"Rico Garcia","BAL","0","0","4.52","0","1","0","1.0","1","1","0","1","0","1.37","8.71","3.66","4.68","0.0","0.0","999.0","20023"
"Nik Turley","","0","0","4.19","0","1","0","1.0","1","0","0","1","0","1.37","9.61","4.17","4.37","0.0","0.0","999.0","5530"
"Ryan Meisinger","","0","0","4.50","0","1","0","1.0","1","1","0","1","0","1.41","8.88","4.08","4.58","0.0","0.0","999.0","18105"
"Nate Jones","","0","0","4.52","0","1","0","1.0","1","1","0","1","0","1.40","8.90","3.92","4.58","0.0","0.0","999.0","4696"
"Austin Adams","","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.39","8.82","3.88","4.38","0.0","0.0","999.0","7411"
"Braden Shipley","","0","0","4.34","0","1","0","1.0","1","0","0","1","0","1.39","8.30","3.58","4.38","0.0","0.0","999.0","15158"
"Kenneth McNutt","","0","0","4.33","0","1","0","1.0","1","0","0","1","0","1.35","8.78","3.53","4.38","0.0","0.0","999.0","sa502768"
"Peter Poulin","COL","0","0","4.88","0","1","0","1.0","1","1","0","1","0","1.53","8.42","4.16","4.63","0.0","0.0","999.0","sa3007223"
"Jake Newberry","","0","0","4.50","0","1","0","1.0","1","0","0","1","0","1.40","8.69","3.88","4.58","0.0","0.0","999.0","15136"
"Tommy Eveld","MIA","0","0","4.14","0","1","0","1.0","1","0","0","1","0","1.34","8.91","3.74","4.27","0.0","0.1","999.0","sa918150"
"Kyle Cody","TEX","0","0","4.28","0","1","0","1.0","1","0","0","1","0","1.35","9.13","3.59","4.29","0.0","0.0","999.0","19686"
"Justin Hancock","","0","0","4.37","0","1","0","1.0","1","0","0","1","0","1.40","9.33","4.12","4.39","0.0","0.0","999.0","12316"
"Bryan Hudson","CHC","0","0","4.27","0","1","0","1.0","1","0","0","1","0","1.50","7.87","4.46","4.43","0.0","0.0","999.0","sa874984"
"Jordan Mills","","0","0","4.19","0","1","0","1.0","1","0","0","1","0","1.41","8.82","4.15","4.39","0.0","0.0","999.0","sa738394"
"Jake Jewell","","0","0","4.29","0","1","0","1.0","1","0","0","1","0","1.41","8.15","3.85","4.39","0.0","0.0","999.0","16958"
"Michael Feliz","","0","0","4.54","0","1","0","1.0","1","1","0","1","0","1.35","9.34","3.64","4.60","0.0","0.0","999.0","11903"
"Jose De Paula","","0","0","4.31","0","1","0","1.0","1","0","0","1","0","1.41","9.21","4.28","4.40","0.0","0.0","999.0","sa657482"
"Joseph Murray","TOR","0","0","4.29","0","1","0","1.0","1","0","0","1","0","1.34","9.24","3.72","4.37","0.0","0.0","999.0","sa3007234"
"Kenneth Koplove","COL","0","0","5.06","0","1","0","1.0","1","1","0","1","0","1.50","8.95","3.94","4.65","0.0","0.0","999.0","sa827154"
"J.D. Hammer","PHI","0","0","4.52","0","1","0","1.0","1","1","0","1","0","1.43","9.15","4.40","4.68","0.0","0.0","999.0","19548"
"Ryan Olson","CIN","0","0","4.64","0","1","0","1.0","1","1","0","1","0","1.46","9.13","4.37","4.60","0.0","0.0","999.0","sa918258"
"Junior Garcia","ARI","0","0","4.24","0","1","0","1.0","1","0","0","1","0","1.45","8.60","4.36","4.33","0.0","0.0","999.0","sa737032"
"Clayton Andrews","MIL","0","0","4.19","0","1","0","1.0","1","0","0","1","1","1.42","9.41","4.52","4.42","0.0","0.0","999.0","sa3007226"
"Josh Osich","","0","0","4.27","0","1","0","1.0","1","0","0","1","0","1.36","8.18","3.26","4.34","0.0","0.0","999.0","11528"
"Cody Anderson","","0","0","4.38","0","1","0","1.0","1","0","0","1","0","1.37","8.60","3.53","4.40","0.0","0.0","999.0","12799"
"Casey Lawrence","","0","0","4.32","0","1","0","1.0","1","0","0","1","0","1.31","7.62","2.61","4.41","0.0","0.0","999.0","11121"
"Jonny Venters","","0","0","4.17","0","1","0","1.0","1","0","0","1","0","1.48","7.97","4.49","4.41","0.0","0.0","999.0","7175"
"Brandon Hughes","CHC","0","0","4.31","0","1","0","1.0","1","0","0","1","0","1.40","9.35","4.25","4.44","0.0","0.0","999.0","sa915618"
"Dusten Knight","","0","0","4.54","0","1","0","1.0","1","1","0","1","0","1.42","8.03","3.80","4.61","0.0","0.0","999.0","16537"
"Wilmer Font","","0","0","4.38","0","1","0","1.0","1","0","0","1","0","1.32","8.98","3.26","4.41","0.0","0.0","999.0","5257"
"Tyler Jones","ARI","0","0","4.40","0","1","0","1.0","1","0","0","1","0","1.40","8.38","3.70","4.35","0.0","0.0","999.0","sa3007999"
